file,classes_id,classes,n_classes
2010_001599,[3],['bird'],1
2010_001603,[3],['bird'],1
2010_001697,[3],['bird'],1
2010_001715,"[3, 12]","['bird', 'dog']",2
2010_001784,[3],['bird'],1
2010_001806,[3],['bird'],1
2010_001820,[3],['bird'],1
2010_001868,[3],['bird'],1
2010_001919,[3],['bird'],1
2010_001927,[3],['bird'],1
2010_001974,[3],['bird'],1
2010_001988,[3],['bird'],1
2010_001992,[3],['bird'],1
2010_001995,[3],['bird'],1
2010_002023,[3],['bird'],1
2010_002142,[3],['bird'],1
2010_002168,"[3, 13]","['bird', 'horse']",2
2010_002181,[3],['bird'],1
2010_002242,"[3, 5]","['bird', 'bottle']",2
2010_002267,[3],['bird'],1
2010_002374,[3],['bird'],1
2010_002436,[3],['bird'],1
2010_002439,[3],['bird'],1
2010_002450,[3],['bird'],1
2010_002569,[3],['bird'],1
2010_002614,[3],['bird'],1
2010_002621,[3],['bird'],1
2010_002632,"[3, 15, 16]","['bird', 'person', 'pottedplant']",3
2010_002666,[3],['bird'],1
2010_002688,[3],['bird'],1
2010_002740,[3],['bird'],1
2010_002752,[3],['bird'],1
2010_002803,[3],['bird'],1
2010_002839,[3],['bird'],1
2010_002854,[3],['bird'],1
2010_002873,[3],['bird'],1
2010_002935,[3],['bird'],1
2010_002955,"[3, 8]","['bird', 'cat']",2
2010_003015,[3],['bird'],1
2010_003044,[3],['bird'],1
2010_003081,[3],['bird'],1
2010_003097,[3],['bird'],1
2010_003119,[3],['bird'],1
2010_003135,[3],['bird'],1
2010_003168,[3],['bird'],1
2010_003255,[3],['bird'],1
2010_003344,[3],['bird'],1
2010_003362,[3],['bird'],1
2010_003395,[3],['bird'],1
2010_003418,[3],['bird'],1
2010_003419,[3],['bird'],1
2010_003473,[3],['bird'],1
2010_003526,"[3, 15]","['bird', 'person']",2
2010_003546,[3],['bird'],1
2010_003549,"[3, 15]","['bird', 'person']",2
2010_003610,[3],['bird'],1
2010_003648,[3],['bird'],1
2010_003659,[3],['bird'],1
2010_003724,"[3, 15]","['bird', 'person']",2
2010_003743,[3],['bird'],1
2010_003771,[3],['bird'],1
2010_003820,[3],['bird'],1
2010_003929,[3],['bird'],1
2010_004026,[3],['bird'],1
2010_004071,[3],['bird'],1
2010_004123,[3],['bird'],1
2010_004138,"[3, 4]","['bird', 'boat']",2
2010_004187,[3],['bird'],1
2010_004201,[3],['bird'],1
2010_004230,[3],['bird'],1
2010_004252,[3],['bird'],1
2010_004352,[3],['bird'],1
2010_004385,[3],['bird'],1
2010_004420,[3],['bird'],1
2010_004431,"[3, 17]","['bird', 'sheep']",2
2010_004451,[3],['bird'],1
2010_004483,[3],['bird'],1
2010_004521,[3],['bird'],1
2010_004556,[3],['bird'],1
2010_004559,[3],['bird'],1
2010_004570,[3],['bird'],1
2010_004657,[3],['bird'],1
2010_004777,[3],['bird'],1
2010_004821,[3],['bird'],1
2010_004847,[3],['bird'],1
2010_004906,[3],['bird'],1
2010_004948,[3],['bird'],1
2010_004953,[3],['bird'],1
2010_004960,[3],['bird'],1
2010_004994,[3],['bird'],1
2010_005016,[3],['bird'],1
2010_005023,[3],['bird'],1
2010_005028,[3],['bird'],1
2010_005053,[3],['bird'],1
2010_005068,[3],['bird'],1
2010_005096,[3],['bird'],1
2010_005129,[3],['bird'],1
2010_005152,[3],['bird'],1
2010_005217,[3],['bird'],1
2010_005320,[3],['bird'],1
2010_005350,"[3, 15]","['bird', 'person']",2
2010_005353,[3],['bird'],1
2010_005426,[3],['bird'],1
2010_005428,[3],['bird'],1
2010_005452,"[3, 13]","['bird', 'horse']",2
2010_005472,[3],['bird'],1
2010_005498,[3],['bird'],1
2010_005511,[3],['bird'],1
2010_005516,[3],['bird'],1
2010_005531,[3],['bird'],1
2010_005586,[3],['bird'],1
2010_005603,[3],['bird'],1
2010_005608,[3],['bird'],1
2010_005651,[3],['bird'],1
2010_005725,[3],['bird'],1
2010_005837,[3],['bird'],1
2010_005896,[3],['bird'],1
2010_005960,"[3, 15]","['bird', 'person']",2
2010_005968,[3],['bird'],1
2010_005993,"[3, 10]","['bird', 'cow']",2
2010_006084,[3],['bird'],1
2011_000002,[3],['bird'],1
2011_000017,[3],['bird'],1
2011_000068,[3],['bird'],1
2011_000112,[3],['bird'],1
2011_000114,[3],['bird'],1
2011_000149,[3],['bird'],1
2011_000185,[3],['bird'],1
2011_000219,[3],['bird'],1
2011_000222,[3],['bird'],1
2011_000232,[3],['bird'],1
2011_000246,[3],['bird'],1
2011_000268,[3],['bird'],1
2011_000269,[3],['bird'],1
2011_000320,"[3, 15]","['bird', 'person']",2
2011_000324,[3],['bird'],1
2011_000374,[3],['bird'],1
2011_000392,[3],['bird'],1
2011_000456,[3],['bird'],1
2011_000482,[3],['bird'],1
2011_000494,[3],['bird'],1
2011_000511,[3],['bird'],1
2011_000548,"[3, 10]","['bird', 'cow']",2
2011_000554,"[3, 15]","['bird', 'person']",2
2011_000669,[3],['bird'],1
2011_000673,[3],['bird'],1
2011_000718,[3],['bird'],1
2011_000734,[3],['bird'],1
2011_000831,[3],['bird'],1
2011_000834,"[3, 17]","['bird', 'sheep']",2
2011_000850,[3],['bird'],1
2011_000912,[3],['bird'],1
2011_001001,"[3, 4, 15]","['bird', 'boat', 'person']",3
2011_001016,[3],['bird'],1
2011_001084,[3],['bird'],1
2011_001117,[3],['bird'],1
2011_001134,[3],['bird'],1
2011_001139,"[3, 11]","['bird', 'diningtable']",2
2011_001189,"[3, 4]","['bird', 'boat']",2
2011_001211,[3],['bird'],1
2011_001229,[3],['bird'],1
2011_001254,[3],['bird'],1
2011_001259,[3],['bird'],1
2011_001287,[3],['bird'],1
2011_001326,[3],['bird'],1
2011_001421,[3],['bird'],1
2011_001432,[3],['bird'],1
2011_001463,[3],['bird'],1
2011_001471,[3],['bird'],1
2011_001505,[3],['bird'],1
2011_001558,[3],['bird'],1
2011_001652,[3],['bird'],1
2011_001694,[3],['bird'],1
2011_001712,[3],['bird'],1
2011_001764,[3],['bird'],1
2011_001779,[3],['bird'],1
2011_001866,[3],['bird'],1
2011_001873,[3],['bird'],1
2011_001902,[3],['bird'],1
2011_001924,[3],['bird'],1
2011_001952,[3],['bird'],1
2011_001959,[3],['bird'],1
2011_001967,[3],['bird'],1
2011_002016,[3],['bird'],1
2011_002055,[3],['bird'],1
2011_002100,[3],['bird'],1
2011_002221,[3],['bird'],1
2011_002228,[3],['bird'],1
2011_002230,[3],['bird'],1
2011_002245,"[3, 15]","['bird', 'person']",2
2011_002246,[3],['bird'],1
2011_002265,[3],['bird'],1
2011_002295,[3],['bird'],1
2011_002347,"[3, 8]","['bird', 'cat']",2
2011_002381,[3],['bird'],1
2011_002407,[3],['bird'],1
2011_002458,[3],['bird'],1
2011_002463,[3],['bird'],1
2011_002464,"[3, 17]","['bird', 'sheep']",2
2011_002503,[3],['bird'],1
2011_002548,[3],['bird'],1
2011_002568,[3],['bird'],1
2011_002578,"[3, 4, 15]","['bird', 'boat', 'person']",3
2011_002582,[3],['bird'],1
2011_002616,[3],['bird'],1
2011_002652,[3],['bird'],1
2011_002674,[3],['bird'],1
2011_002715,[3],['bird'],1
2011_002767,[3],['bird'],1
2011_002772,[3],['bird'],1
2011_002776,[3],['bird'],1
2011_002868,[3],['bird'],1
2011_002889,[3],['bird'],1
2011_003030,[3],['bird'],1
2011_003091,[3],['bird'],1
2011_003145,[3],['bird'],1
2011_003163,[3],['bird'],1
2011_003171,[3],['bird'],1
2011_003213,[3],['bird'],1
2011_003276,[3],['bird'],1
2008_000007,[4],['boat'],1
2008_000082,"[4, 14, 15]","['boat', 'motorbike', 'person']",3
2008_000120,[4],['boat'],1
2008_000140,[4],['boat'],1
2008_000148,[4],['boat'],1
2008_000195,"[4, 15]","['boat', 'person']",2
2008_000235,"[4, 15]","['boat', 'person']",2
2008_000262,[4],['boat'],1
2008_000405,[4],['boat'],1
2008_000414,[4],['boat'],1
2008_000423,"[4, 15]","['boat', 'person']",2
2008_000437,[4],['boat'],1
2008_000471,[4],['boat'],1
2008_000505,[4],['boat'],1
2008_000567,[4],['boat'],1
2008_000833,"[4, 7, 15]","['boat', 'car', 'person']",3
2008_000834,"[4, 15]","['boat', 'person']",2
2008_000957,[4],['boat'],1
2008_001013,"[4, 15]","['boat', 'person']",2
2008_001040,[4],['boat'],1
2008_001041,[4],['boat'],1
2008_001047,[4],['boat'],1
2008_001056,[4],['boat'],1
2008_001135,[4],['boat'],1
2008_001136,[4],['boat'],1
2008_001159,[4],['boat'],1
2008_001160,[4],['boat'],1
2008_001167,"[4, 15]","['boat', 'person']",2
2008_001202,"[4, 15]","['boat', 'person']",2
2008_001260,[4],['boat'],1
2008_001389,[4],['boat'],1
2008_001420,"[4, 12, 15]","['boat', 'dog', 'person']",3
2008_001516,"[4, 15]","['boat', 'person']",2
2008_001529,[4],['boat'],1
2008_001575,[4],['boat'],1
2008_001580,[4],['boat'],1
2008_001620,"[4, 15]","['boat', 'person']",2
2008_001649,"[4, 15]","['boat', 'person']",2
2008_001652,"[4, 15]","['boat', 'person']",2
2008_001799,[4],['boat'],1
2008_001823,[4],['boat'],1
2008_001843,[4],['boat'],1
2008_001849,[4],['boat'],1
2008_001858,[4],['boat'],1
2008_001945,[4],['boat'],1
2008_001970,"[4, 15]","['boat', 'person']",2
2008_001977,"[4, 15]","['boat', 'person']",2
2008_001987,[4],['boat'],1
2008_002046,[4],['boat'],1
2008_002131,"[4, 15]","['boat', 'person']",2
2008_002194,[4],['boat'],1
2008_002250,"[4, 15]","['boat', 'person']",2
2008_002281,[4],['boat'],1
2008_002335,[4],['boat'],1
2008_002422,"[4, 15]","['boat', 'person']",2
2008_002482,"[4, 15]","['boat', 'person']",2
2008_002492,[4],['boat'],1
2008_002504,[4],['boat'],1
2008_002610,"[4, 12, 15]","['boat', 'dog', 'person']",3
2008_002625,[4],['boat'],1
2008_002850,[4],['boat'],1
2008_002887,"[4, 15]","['boat', 'person']",2
2008_002966,"[4, 15]","['boat', 'person']",2
2008_003062,"[4, 15]","['boat', 'person']",2
2008_003081,"[4, 15]","['boat', 'person']",2
2008_003100,"[4, 15]","['boat', 'person']",2
2008_003112,[4],['boat'],1
2008_003187,[4],['boat'],1
2008_003313,"[4, 15]","['boat', 'person']",2
2008_003362,[4],['boat'],1
2008_003402,"[4, 15]","['boat', 'person']",2
2008_003449,[4],['boat'],1
2008_003458,[4],['boat'],1
2008_003480,[4],['boat'],1
2008_003652,[4],['boat'],1
2008_003701,[4],['boat'],1
2008_003840,"[4, 15]","['boat', 'person']",2
2008_003849,[4],['boat'],1
2008_003858,[4],['boat'],1
2008_003870,[4],['boat'],1
2008_003886,[4],['boat'],1
2008_003913,[4],['boat'],1
2008_003951,"[4, 15]","['boat', 'person']",2
2008_003988,[4],['boat'],1
2008_003989,[4],['boat'],1
2008_004014,[4],['boat'],1
2008_004026,[4],['boat'],1
2008_004053,"[4, 15]","['boat', 'person']",2
2008_004124,"[4, 9]","['boat', 'chair']",2
2008_004242,"[4, 15]","['boat', 'person']",2
2008_004291,[4],['boat'],1
2008_004443,[4],['boat'],1
2008_004469,[4],['boat'],1
2008_004570,[4],['boat'],1
2008_004593,[4],['boat'],1
2008_004636,"[4, 15]","['boat', 'person']",2
2008_004716,[4],['boat'],1
2008_004718,[4],['boat'],1
2008_004750,[4],['boat'],1
2008_004812,[4],['boat'],1
2008_004904,[4],['boat'],1
2008_004907,[4],['boat'],1
2008_004920,[4],['boat'],1
2008_004921,[4],['boat'],1
2008_004969,[4],['boat'],1
2008_004983,"[4, 15]","['boat', 'person']",2
2008_005043,"[4, 15]","['boat', 'person']",2
2008_005063,"[4, 15]","['boat', 'person']",2
2008_005071,[4],['boat'],1
2008_005108,[4],['boat'],1
2008_005117,[4],['boat'],1
2008_005132,[4],['boat'],1
2008_005156,"[4, 15]","['boat', 'person']",2
2008_005244,[4],['boat'],1
2008_005261,[4],['boat'],1
2008_005315,"[4, 15]","['boat', 'person']",2
2008_005321,[4],['boat'],1
2008_005359,"[4, 15]","['boat', 'person']",2
2008_005367,[4],['boat'],1
2008_005398,[4],['boat'],1
2008_005502,[4],['boat'],1
2008_005504,[4],['boat'],1
2008_005512,[4],['boat'],1
2008_005517,[4],['boat'],1
2008_005526,[4],['boat'],1
2008_005530,[4],['boat'],1
2008_005536,[4],['boat'],1
2008_005541,[4],['boat'],1
2008_005593,"[4, 7, 14]","['boat', 'car', 'motorbike']",3
2008_005610,"[4, 15]","['boat', 'person']",2
2008_005628,[4],['boat'],1
2008_005664,"[4, 15]","['boat', 'person']",2
2008_005683,[4],['boat'],1
2008_005695,[4],['boat'],1
2008_005720,"[4, 6]","['boat', 'bus']",2
2008_005764,[4],['boat'],1
2008_005855,"[4, 15]","['boat', 'person']",2
2008_005863,"[4, 15]","['boat', 'person']",2
2008_005923,"[4, 15]","['boat', 'person']",2
2008_005959,[4],['boat'],1
2008_006014,[4],['boat'],1
2008_006021,"[4, 15]","['boat', 'person']",2
2008_006046,[4],['boat'],1
2008_006065,[4],['boat'],1
2008_006094,[4],['boat'],1
2008_006121,"[4, 15]","['boat', 'person']",2
2008_006163,[4],['boat'],1
2008_006185,[4],['boat'],1
2008_006229,[4],['boat'],1
2008_006289,"[4, 15]","['boat', 'person']",2
2008_006349,[4],['boat'],1
2008_006404,"[4, 15]","['boat', 'person']",2
2008_006407,"[4, 15]","['boat', 'person']",2
2008_006487,"[4, 15]","['boat', 'person']",2
2008_006488,[4],['boat'],1
2008_006489,[4],['boat'],1
2008_006490,[4],['boat'],1
2008_006500,[4],['boat'],1
2008_006586,[4],['boat'],1
2008_006654,[4],['boat'],1
2008_006692,"[4, 15]","['boat', 'person']",2
2008_006720,[4],['boat'],1
2008_006730,"[4, 15]","['boat', 'person']",2
2008_006747,[4],['boat'],1
2008_006767,[4],['boat'],1
2008_006824,[4],['boat'],1
2008_006825,"[4, 12, 15]","['boat', 'dog', 'person']",3
2008_006831,[4],['boat'],1
2008_006833,"[4, 7, 15]","['boat', 'car', 'person']",3
2008_006877,[4],['boat'],1
2008_006903,[4],['boat'],1
2008_006925,[4],['boat'],1
2008_006949,[4],['boat'],1
2008_006961,"[4, 7]","['boat', 'car']",2
2008_007056,"[4, 6, 15]","['boat', 'bus', 'person']",3
2008_007101,"[4, 6, 15]","['boat', 'bus', 'person']",3
2008_007143,[4],['boat'],1
2008_007156,[4],['boat'],1
2008_007252,[4],['boat'],1
2008_007305,[4],['boat'],1
2008_007346,"[4, 7]","['boat', 'car']",2
2008_007382,[4],['boat'],1
2008_007425,[4],['boat'],1
2008_007441,[4],['boat'],1
2008_007574,[4],['boat'],1
2008_007597,[4],['boat'],1
2008_007599,[4],['boat'],1
2008_007643,"[4, 15]","['boat', 'person']",2
2008_007653,"[4, 15]","['boat', 'person']",2
2008_007748,[4],['boat'],1
2008_007750,[4],['boat'],1
2008_007755,[4],['boat'],1
2008_007841,"[4, 15]","['boat', 'person']",2
2008_007912,[4],['boat'],1
2008_007938,[4],['boat'],1
2008_007953,[4],['boat'],1
2008_007966,"[4, 5, 15]","['boat', 'bottle', 'person']",3
2008_008083,"[4, 15]","['boat', 'person']",2
2008_008170,[4],['boat'],1
2008_008235,"[4, 16]","['boat', 'pottedplant']",2
2008_008616,[4],['boat'],1
2009_000093,[4],['boat'],1
2009_000120,[4],['boat'],1
2009_000305,"[4, 15]","['boat', 'person']",2
2009_000308,[4],['boat'],1
2009_000378,"[4, 15]","['boat', 'person']",2
2009_000385,[4],['boat'],1
2009_000420,[4],['boat'],1
2009_000421,"[4, 15]","['boat', 'person']",2
2009_000446,[4],['boat'],1
2009_000469,[4],['boat'],1
2009_000477,[4],['boat'],1
2009_000491,[4],['boat'],1
2009_000516,[4],['boat'],1
2009_000608,[4],['boat'],1
2009_000686,"[4, 15]","['boat', 'person']",2
2009_000690,[4],['boat'],1
2009_000723,[4],['boat'],1
2009_000752,[4],['boat'],1
2009_000828,[4],['boat'],1
2009_000829,[4],['boat'],1
2009_000830,[4],['boat'],1
2009_000919,[4],['boat'],1
2009_000927,[4],['boat'],1
2009_000996,[4],['boat'],1
2009_001019,"[4, 7, 15]","['boat', 'car', 'person']",3
2009_001102,[4],['boat'],1
2009_001230,"[4, 15]","['boat', 'person']",2
2009_001282,"[4, 15]","['boat', 'person']",2
2009_001289,[4],['boat'],1
2009_001406,"[4, 15]","['boat', 'person']",2
2009_001407,"[4, 15]","['boat', 'person']",2
2009_001544,[4],['boat'],1
2009_001567,[4],['boat'],1
2009_001715,[4],['boat'],1
2009_001723,[4],['boat'],1
2009_001770,[4],['boat'],1
2009_001794,"[4, 15]","['boat', 'person']",2
2009_001826,[4],['boat'],1
2009_001941,[4],['boat'],1
2009_001949,[4],['boat'],1
2009_002096,[4],['boat'],1
2009_002127,[4],['boat'],1
2009_002136,"[4, 10]","['boat', 'cow']",2
2009_002146,"[4, 15]","['boat', 'person']",2
2009_002173,[4],['boat'],1
2009_002289,"[4, 15]","['boat', 'person']",2
2009_002306,[4],['boat'],1
2009_002308,"[4, 15]","['boat', 'person']",2
2009_002343,"[4, 7, 15]","['boat', 'car', 'person']",3
2009_002358,"[4, 15]","['boat', 'person']",2
2009_002397,[4],['boat'],1
2009_002449,[4],['boat'],1
2009_002453,[4],['boat'],1
2009_002506,"[4, 15]","['boat', 'person']",2
2009_002530,[4],['boat'],1
2009_002543,[4],['boat'],1
2009_002577,[4],['boat'],1
2009_002591,[4],['boat'],1
2009_002662,[4],['boat'],1
2009_002727,[4],['boat'],1
2009_002759,[4],['boat'],1
2009_002778,"[4, 15]","['boat', 'person']",2
2009_002830,[4],['boat'],1
2009_002851,"[4, 15]","['boat', 'person']",2
2009_002897,[4],['boat'],1
2009_002946,"[4, 15]","['boat', 'person']",2
2009_003010,"[4, 15]","['boat', 'person']",2
2009_003019,"[4, 15]","['boat', 'person']",2
2009_003032,[4],['boat'],1
2009_003043,"[4, 15]","['boat', 'person']",2
2009_003080,[4],['boat'],1
2009_003084,[4],['boat'],1
2009_003136,[4],['boat'],1
2009_003150,"[4, 9, 11, 15]","['boat', 'chair', 'diningtable', 'person']",4
2009_003229,[4],['boat'],1
2009_003247,"[4, 15]","['boat', 'person']",2
2009_003284,[4],['boat'],1
2009_003345,[4],['boat'],1
2009_003351,"[4, 9, 14, 15, 16]","['boat', 'chair', 'motorbike', 'person', 'pottedplant']",5
2009_003400,[4],['boat'],1
2009_003462,"[4, 15]","['boat', 'person']",2
2009_003482,"[4, 15]","['boat', 'person']",2
2009_003504,[4],['boat'],1
2009_003511,[4],['boat'],1
2009_003522,"[4, 14]","['boat', 'motorbike']",2
2009_003600,"[4, 7]","['boat', 'car']",2
2009_003652,[4],['boat'],1
2009_003707,[4],['boat'],1
2009_003732,[4],['boat'],1
2009_003936,"[4, 15]","['boat', 'person']",2
2009_004007,"[4, 15]","['boat', 'person']",2
2009_004034,[4],['boat'],1
2009_004078,[4],['boat'],1
2009_004125,"[4, 15]","['boat', 'person']",2
2009_004148,"[4, 9, 15]","['boat', 'chair', 'person']",3
2009_004166,"[4, 15]","['boat', 'person']",2
2009_004178,[4],['boat'],1
2009_004224,"[4, 7, 15]","['boat', 'car', 'person']",3
2009_004273,[4],['boat'],1
2009_004278,[4],['boat'],1
2009_004397,[4],['boat'],1
2009_004539,[4],['boat'],1
2009_004557,[4],['boat'],1
2009_004635,[4],['boat'],1
2009_004780,[4],['boat'],1
2009_004786,"[4, 15]","['boat', 'person']",2
2009_004888,"[4, 15]","['boat', 'person']",2
2009_004904,[4],['boat'],1
2009_004930,[4],['boat'],1
2009_005006,"[4, 16]","['boat', 'pottedplant']",2
2009_005015,[4],['boat'],1
2009_005118,[4],['boat'],1
2009_005129,[4],['boat'],1
2009_005239,"[4, 15]","['boat', 'person']",2
2009_005268,[4],['boat'],1
2010_000024,[4],['boat'],1
2010_000084,"[4, 15]","['boat', 'person']",2
2010_000145,[4],['boat'],1
2010_000195,[4],['boat'],1
2010_000272,[4],['boat'],1
2010_000382,[4],['boat'],1
2010_000473,[4],['boat'],1
2010_000559,"[4, 15]","['boat', 'person']",2
2010_000630,[4],['boat'],1
2010_000679,"[4, 15]","['boat', 'person']",2
2010_000710,[4],['boat'],1
2010_000729,[4],['boat'],1
2010_000748,"[4, 15]","['boat', 'person']",2
2010_000803,"[4, 15]","['boat', 'person']",2
2010_000887,[4],['boat'],1
2010_000906,[4],['boat'],1
2010_000979,[4],['boat'],1
2010_001036,"[4, 15]","['boat', 'person']",2
2010_001109,[4],['boat'],1
2010_001126,[4],['boat'],1
2010_001164,[4],['boat'],1
2010_001212,"[4, 15]","['boat', 'person']",2
2010_001289,"[4, 15]","['boat', 'person']",2
2010_001357,"[4, 15]","['boat', 'person']",2
2010_001456,[4],['boat'],1
2010_001501,[4],['boat'],1
2010_001525,[4],['boat'],1
2010_001535,"[4, 5, 9, 11, 15]","['boat', 'bottle', 'chair', 'diningtable', 'person']",5
2010_001551,"[4, 15]","['boat', 'person']",2
2010_001594,[4],['boat'],1
2010_001691,[4],['boat'],1
2010_001710,[4],['boat'],1
2010_001729,"[4, 15]","['boat', 'person']",2
2010_001749,"[4, 15]","['boat', 'person']",2
2010_001807,[4],['boat'],1
2010_001899,[4],['boat'],1
2010_001916,[4],['boat'],1
2010_001967,[4],['boat'],1
2010_002104,[4],['boat'],1
2010_002117,[4],['boat'],1
2010_002150,[4],['boat'],1
2010_002216,[4],['boat'],1
2010_002315,[4],['boat'],1
2010_002321,[4],['boat'],1
2010_002364,[4],['boat'],1
2010_002393,[4],['boat'],1
2010_002498,"[4, 15]","['boat', 'person']",2
2010_002546,"[4, 6, 7, 15]","['boat', 'bus', 'car', 'person']",4
2010_002565,[4],['boat'],1
2010_002620,[4],['boat'],1
2010_002653,[4],['boat'],1
2010_002702,"[4, 7, 15]","['boat', 'car', 'person']",3
2010_002780,[4],['boat'],1
2010_002899,[4],['boat'],1
2010_002940,[4],['boat'],1
2010_003027,"[4, 9, 18]","['boat', 'chair', 'sofa']",3
2010_003103,"[4, 9, 16, 20]","['boat', 'chair', 'pottedplant', 'tvmonitor']",4
2010_003107,"[4, 15]","['boat', 'person']",2
2010_003117,"[4, 15]","['boat', 'person']",2
2010_003156,"[4, 15]","['boat', 'person']",2
2010_003203,"[4, 16, 18]","['boat', 'pottedplant', 'sofa']",3
2010_003260,[4],['boat'],1
2010_003508,"[4, 15]","['boat', 'person']",2
2010_003547,[4],['boat'],1
2010_003599,"[4, 15]","['boat', 'person']",2
2010_003604,[4],['boat'],1
2010_003640,[4],['boat'],1
2010_003644,[4],['boat'],1
2010_003679,[4],['boat'],1
2010_003757,[4],['boat'],1
2010_003815,[4],['boat'],1
2010_003848,[4],['boat'],1
2010_003860,[4],['boat'],1
2010_003878,"[4, 15]","['boat', 'person']",2
2010_003899,[4],['boat'],1
2010_003911,[4],['boat'],1
2010_004006,[4],['boat'],1
2010_004041,[4],['boat'],1
2010_004081,[4],['boat'],1
2010_004124,"[4, 15]","['boat', 'person']",2
2010_004208,[4],['boat'],1
2010_004253,[4],['boat'],1
2010_004486,[4],['boat'],1
2010_004561,"[4, 15]","['boat', 'person']",2
2010_004567,"[4, 15]","['boat', 'person']",2
2010_004576,[4],['boat'],1
2010_004662,[4],['boat'],1
2010_004714,[4],['boat'],1
2010_004772,[4],['boat'],1
2010_004773,"[4, 15]","['boat', 'person']",2
2010_004852,[4],['boat'],1
2010_004871,[4],['boat'],1
2010_004950,[4],['boat'],1
2010_005192,[4],['boat'],1
2010_005198,[4],['boat'],1
2010_005252,"[4, 14, 15]","['boat', 'motorbike', 'person']",3
2010_005332,[4],['boat'],1
2010_005364,[4],['boat'],1
2010_005401,[4],['boat'],1
2010_005588,[4],['boat'],1
2010_005597,[4],['boat'],1
2010_005646,"[4, 15]","['boat', 'person']",2
2010_005705,[4],['boat'],1
2010_005780,[4],['boat'],1
2010_005927,[4],['boat'],1
2010_005928,[4],['boat'],1
2011_000052,"[4, 15]","['boat', 'person']",2
2011_000086,"[4, 7]","['boat', 'car']",2
2011_000130,"[4, 15]","['boat', 'person']",2
2011_000161,"[4, 15]","['boat', 'person']",2
2011_000234,[4],['boat'],1
2011_000238,[4],['boat'],1
2011_000273,"[4, 15]","['boat', 'person']",2
2011_000278,[4],['boat'],1
2011_000286,[4],['boat'],1
2011_000342,"[4, 15]","['boat', 'person']",2
2011_000347,"[4, 15]","['boat', 'person']",2
2011_000435,"[4, 15]","['boat', 'person']",2
2011_000556,[4],['boat'],1
2011_000631,[4],['boat'],1
2011_000683,"[4, 15]","['boat', 'person']",2
2011_000744,[4],['boat'],1
2011_000749,[4],['boat'],1
2011_000839,[4],['boat'],1
2011_000986,[4],['boat'],1
2011_001029,[4],['boat'],1
2011_001097,[4],['boat'],1
2011_001160,[4],['boat'],1
2011_001161,[4],['boat'],1
2011_001176,[4],['boat'],1
2011_001221,"[4, 9, 11, 15, 16]","['boat', 'chair', 'diningtable', 'person', 'pottedplant']",5
2011_001252,[4],['boat'],1
2011_001310,"[4, 15]","['boat', 'person']",2
2011_001384,[4],['boat'],1
2011_001532,[4],['boat'],1
2011_001557,"[4, 5, 15]","['boat', 'bottle', 'person']",3
2011_001582,"[4, 15]","['boat', 'person']",2
2011_001589,[4],['boat'],1
2011_001591,"[4, 15]","['boat', 'person']",2
2011_001592,[4],['boat'],1
2011_001613,"[4, 15]","['boat', 'person']",2
2011_001693,[4],['boat'],1
2011_001710,"[4, 15]","['boat', 'person']",2
2011_001771,"[4, 15]","['boat', 'person']",2
2011_001793,[4],['boat'],1
2011_001886,[4],['boat'],1
2011_001901,"[4, 7]","['boat', 'car']",2
2011_001961,"[4, 7, 15]","['boat', 'car', 'person']",3
2011_001991,[4],['boat'],1
2011_002036,[4],['boat'],1
2011_002050,[4],['boat'],1
2011_002073,[4],['boat'],1
2011_002085,"[4, 15]","['boat', 'person']",2
2011_002421,[4],['boat'],1
2011_002459,"[4, 15]","['boat', 'person']",2
2011_002490,"[4, 15]","['boat', 'person']",2
2011_002519,"[4, 15]","['boat', 'person']",2
2011_002558,[4],['boat'],1
2011_002567,"[4, 15]","['boat', 'person']",2
2011_002588,"[4, 15]","['boat', 'person']",2
2011_002618,[4],['boat'],1
2011_002661,"[4, 15]","['boat', 'person']",2
2011_002677,"[4, 15]","['boat', 'person']",2
2011_002740,[4],['boat'],1
2011_002754,[4],['boat'],1
2011_002821,"[4, 15, 19]","['boat', 'person', 'train']",3
2011_002854,[4],['boat'],1
2011_002871,[4],['boat'],1
2011_002872,"[4, 15]","['boat', 'person']",2
2011_002912,[4],['boat'],1
2011_002943,[4],['boat'],1
2011_002975,[4],['boat'],1
2011_003020,"[4, 15]","['boat', 'person']",2
2011_003025,[4],['boat'],1
2011_003041,[4],['boat'],1
2011_003081,"[4, 15]","['boat', 'person']",2
2011_003115,"[4, 15]","['boat', 'person']",2
2011_003134,[4],['boat'],1
2011_003232,[4],['boat'],1
2008_000015,[5],['bottle'],1
2008_000023,"[5, 15, 20]","['bottle', 'person', 'tvmonitor']",3
2008_000034,"[5, 15]","['bottle', 'person']",2
2008_000051,"[5, 9, 15]","['bottle', 'chair', 'person']",3
2008_000112,"[5, 8]","['bottle', 'cat']",2
2008_000145,"[5, 20]","['bottle', 'tvmonitor']",2
2008_000154,[5],['bottle'],1
2008_000202,"[5, 9, 15, 20]","['bottle', 'chair', 'person', 'tvmonitor']",4
2008_000272,[5],['bottle'],1
2008_000290,"[5, 15]","['bottle', 'person']",2
2008_000398,"[5, 15]","['bottle', 'person']",2
2008_000421,"[5, 15, 18]","['bottle', 'person', 'sofa']",3
2008_000495,"[5, 9, 20]","['bottle', 'chair', 'tvmonitor']",3
2008_000522,"[5, 15]","['bottle', 'person']",2
